node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,leaf,55,122,20,37,3
1,leaf,41,118,21,0,3
2,backbone,41,276,21,0,7
3,leaf,39,202,20,0,5
4,backbone,121,254,6,0,0
5,backbone,39,69,20,0,2
6,backbone,83,349,19,0,7
7,leaf,37,69,21,0,2
8,leaf,39,158,20,0,4
9,leaf,110,265,20,77,4
10,leaf,39,160,20,0,4
11,leaf,102,302,10,0,0
12,leaf,33,36,21,0,1
13,leaf,38,103,20,0,3
14,leaf,40,119,20,0,3
15,backbone,75,234,20,0,5
16,backbone,80,357,20,0,7
17,leaf,40,114,20,0,3
18,leaf,36,72,20,0,2
19,backbone,41,82,21,0,2
20,leaf,40,60,21,0,2
21,leaf,41,224,21,0,6
22,leaf,39,110,20,0,3
23,leaf,37,40,20,0,1
24,leaf,60,270,20,6,6
25,backbone,39,79,21,0,2
26,leaf,33,38,20,0,1
27,leaf,40,116,20,0,3
28,leaf,21,40,20,0,1
29,backbone,41,199,20,0,5
30,leaf,38,77,20,0,2
31,leaf,40,119,21,0,3
32,backbone,39,78,20,0,2
33,backbone,41,80,21,0,2
34,leaf,39,156,20,0,4
35,leaf,31,37,20,0,1
36,leaf,39,160,20,0,4
37,backbone,40,79,21,0,2
38,leaf,41,160,21,0,4
39,leaf,92,327,16,0,7
40,backbone,36,159,20,0,4
41,leaf,65,344,21,1,7
42,leaf,30,59,20,0,2
43,leaf,40,188,20,0,5
44,leaf,40,78,20,0,2
45,backbone,40,78,20,0,2
46,leaf,39,200,20,0,5
47,leaf,20,30,20,0,1
48,backbone,42,230,21,0,6
49,leaf,91,293,20,0,6
50,leaf,41,202,21,0,5
51,backbone,41,237,20,0,6
52,leaf,40,199,21,0,5
53,backbone,40,82,22,0,2
54,leaf,23,39,20,0,1
55,backbone,40,79,21,0,2
56,leaf,54,122,21,38,3
57,backbone,32,60,20,0,2
58,backbone,39,113,20,0,3
59,backbone,42,122,21,0,3
60,leaf,31,79,20,0,2
61,leaf,99,309,15,15,6
62,backbone,67,310,21,0,7
63,leaf,87,185,20,144,3
64,leaf,60,268,20,7,6
65,backbone,38,194,20,0,5
66,backbone,41,69,21,0,2
67,backbone,41,200,21,0,5
68,backbone,41,321,21,0,8
69,backbone,60,181,20,0,4
70,leaf,29,38,21,0,1
71,backbone,40,81,21,0,2
72,leaf,98,311,13,0,0
73,backbone,41,122,21,0,3
74,leaf,41,118,21,0,3
75,leaf,33,41,21,0,1
76,leaf,40,119,20,0,3
77,leaf,129,234,10,0,0
78,leaf,31,39,20,0,1
79,backbone,41,119,21,0,3
80,leaf,41,242,21,0,6
81,leaf,31,38,21,0,1
82,backbone,40,119,21,0,3
83,leaf,53,129,21,15,3
84,backbone,38,68,20,0,2
85,backbone,40,119,20,0,3
86,backbone,39,120,20,0,3
87,leaf,40,202,20,0,5
88,backbone,96,213,20,0,3
89,leaf,40,277,21,0,7
90,leaf,22,41,20,0,1
91,leaf,40,103,21,0,3
92,leaf,22,32,21,0,1
93,backbone,41,159,21,0,4
94,leaf,41,250,21,0,6
95,leaf,51,296,20,0,7
96,leaf,38,74,20,0,2
97,backbone,41,159,21,0,4
98,leaf,37,76,21,0,2
99,backbone,39,187,20,0,5
