node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,backbone,149,185,9,0,3
1,backbone,41,121,21,0,3
2,backbone,112,278,18,0,6
3,backbone,116,268,19,1,5
4,backbone,128,236,7,0,9
5,backbone,39,80,20,0,2
6,backbone,120,256,11,0,8
7,backbone,40,79,20,0,2
8,backbone,40,120,21,0,3
9,backbone,136,217,9,0,6
10,backbone,88,118,20,35,3
11,backbone,117,265,13,0,8
12,backbone,39,40,20,0,1
13,backbone,42,80,21,0,2
14,backbone,90,153,20,50,3
15,backbone,94,54,20,34,0
16,backbone,109,284,9,0,11
17,backbone,90,113,20,50,2
18,backbone,40,118,20,0,3
19,backbone,41,41,21,0,1
20,backbone,39,79,20,0,2
21,backbone,40,83,20,0,2
22,backbone,39,79,20,0,2
23,backbone,138,211,11,6,5
24,backbone,100,137,21,25,1
25,backbone,41,155,21,0,4
26,backbone,107,201,21,21,3
27,backbone,46,220,21,0,5
28,backbone,89,73,20,49,1
29,backbone,87,114,20,37,3
30,backbone,40,39,20,0,1
31,backbone,40,120,21,0,3
32,backbone,39,40,20,0,1
33,backbone,39,80,20,0,2
34,backbone,41,214,21,0,5
35,backbone,40,39,20,0,1
36,backbone,38,99,20,0,2
37,backbone,38,120,20,0,3
38,backbone,115,269,20,0,5
39,backbone,112,214,20,21,2
40,backbone,39,116,20,0,3
41,backbone,115,269,15,4,7
42,backbone,39,157,20,0,4
43,backbone,104,296,13,1,9
44,backbone,40,78,21,0,2
45,backbone,40,78,21,0,2
46,backbone,41,80,21,0,2
47,backbone,39,39,20,0,1
48,backbone,139,209,15,18,4
49,backbone,103,227,20,22,3
