t,pdr,avg_latency_s,avg_hops,hello_packets,update_packets,route_changes,data_packets,data_delivered,data_dropped
0.0,0.0,0.0,0.0,0,0,0,0,0,0
1.0,0.0,0.0,0.0,0,0,0,0,0,0
2.0,0.0,0.0,0.0,0,0,0,0,0,0
3.0,0.0,0.0,0.0,0,0,0,0,0,0
4.0,0.0,0.0,0.0,0,0,0,0,0,0
5.0,0.0,0.0,0.0,0,0,0,0,0,0
6.0,0.0,0.0,0.0,2,0,0,0,0,0
7.0,0.0,0.0,0.0,3,0,7,0,0,0
8.0,0.0,0.0,0.0,5,3,11,0,0,0
9.0,0.0,0.0,0.0,7,4,19,0,0,0
10.0,0.0,0.0,0.0,9,4,23,0,0,0
11.0,0.0,0.0,0.0,9,5,30,0,0,0
12.0,0.0,0.0,0.0,10,6,30,0,0,0
13.0,0.0,0.0,0.0,10,6,34,0,0,0
14.0,0.0,0.0,0.0,10,6,34,0,0,0
15.0,0.0,0.0,0.0,10,6,34,0,0,0
16.0,0.0,0.0,0.0,10,6,34,0,0,0
17.0,0.0,0.0,0.0,10,6,34,0,0,0
18.0,0.0,0.0,0.0,10,6,34,0,0,0
19.0,0.0,0.0,0.0,10,6,34,0,0,0
20.0,0.0,0.0,0.0,11,7,34,0,0,0
21.0,0.0,0.0,0.0,12,9,39,0,0,0
22.0,0.0,0.0,0.0,13,11,51,0,0,0
23.0,0.0,0.0,0.0,15,12,51,0,0,0
24.0,0.0,0.0,0.0,17,12,60,0,0,0
25.0,0.0,0.0,0.0,19,13,60,0,0,0
26.0,0.0,0.0,0.0,19,13,62,0,0,0
27.0,0.0,0.0,0.0,19,14,62,0,0,0
28.0,0.0,0.0,0.0,20,15,67,0,0,0
29.0,0.0,0.0,0.0,20,15,67,0,0,0
30.0,0.0,0.0,0.0,20,15,67,0,0,0
31.0,0.0,0.0,0.0,20,15,67,0,0,0
32.0,0.0,0.0,0.0,20,15,67,0,0,0
33.0,0.0,0.0,0.0,20,16,67,0,0,0
34.0,0.0,0.0,0.0,20,16,69,0,0,0
35.0,0.0,0.0,0.0,22,17,69,0,0,0
36.0,0.0,0.0,0.0,24,18,69,0,0,0
37.0,0.0,0.0,0.0,25,20,75,0,0,0
38.0,0.0,0.0,0.0,26,21,75,0,0,0
39.0,0.0,0.0,0.0,27,22,75,0,0,0
40.0,0.0,0.0,0.0,28,23,75,0,0,0
41.0,0.0,0.0,0.0,29,23,76,0,0,0
42.0,0.0,0.0,0.0,29,23,76,0,0,0
43.0,0.0,0.0,0.0,30,24,76,0,0,0
44.0,0.0,0.0,0.0,30,24,76,0,0,0
45.0,0.0,0.0,0.0,30,24,76,0,0,0
46.0,0.0,0.0,0.0,30,24,76,4,0,0
47.0,37.5,0.0,1.0,30,24,76,8,3,0
48.0,72.727273,2.0,1.125,30,24,76,11,8,0
49.0,73.333333,2.0,1.090909,30,25,76,15,11,0
50.0,78.947368,2.0,1.066667,32,28,76,19,15,1
51.0,80.952381,2.0,1.058824,34,28,78,21,17,1
52.0,83.333333,2.0,1.15,35,29,79,24,20,1
53.0,96.0,2.0,1.166667,37,31,80,25,24,1
54.0,86.206897,2.0,1.16,38,31,80,29,25,3
55.0,87.5,2.0,1.142857,39,32,81,32,28,4
56.0,85.714286,2.0,1.166667,39,32,82,35,30,4
57.0,97.222222,2.0,1.2,39,32,82,36,35,4
58.0,90.0,2.0,1.194444,39,32,82,40,36,5
59.0,90.697674,2.0,1.179487,39,32,82,43,39,7
60.0,89.130435,2.0,1.195122,40,32,82,46,41,7
61.0,95.833333,2.0,1.217391,40,32,82,48,46,7
62.0,92.307692,2.0,1.208333,40,32,82,52,48,8
63.0,91.071429,2.0,1.196078,40,32,82,56,51,10
64.0,91.525424,2.0,1.203704,43,32,82,59,54,10
65.0,96.721311,2.0,1.220339,44,32,82,61,59,10
66.0,93.846154,2.0,1.213115,45,32,82,65,61,11
67.0,92.753623,2.0,1.203125,47,34,82,69,64,13
68.0,93.055556,2.0,1.208955,47,35,92,72,67,13
69.0,97.297297,2.0,1.222222,47,36,92,74,72,13
70.0,94.871795,2.0,1.216216,48,37,92,78,74,14
71.0,93.902439,2.0,1.207792,49,38,92,82,77,16
72.0,94.117647,2.0,1.2125,49,38,92,85,80,16
73.0,97.701149,2.0,1.223529,49,38,92,87,85,16
74.0,95.604396,2.0,1.218391,49,38,92,91,87,17
75.0,94.736842,2.0,1.211111,49,38,92,95,90,19
76.0,94.897959,2.0,1.215054,50,38,92,98,93,19
77.0,98.0,2.0,1.22449,51,38,92,100,98,19
78.0,96.153846,2.0,1.22,52,38,92,104,100,20
79.0,95.37037,2.0,1.213592,54,38,92,108,103,22
80.0,95.495495,2.0,1.216981,55,40,92,111,106,22
81.0,99.107143,2.0,1.225225,55,40,97,112,111,22
82.0,96.551724,2.0,1.223214,56,41,98,116,112,23
83.0,98.290598,2.0,1.217391,57,41,99,117,115,25
84.0,97.5,2.0,1.222222,57,42,100,120,117,25
85.0,99.173554,2.0,1.216667,58,45,100,121,120,25
86.0,97.580645,2.0,1.214876,59,45,110,124,121,26
87.0,97.619048,2.0,1.211382,59,45,111,126,123,26
88.0,98.4375,2.0,1.214286,59,46,111,128,126,26
