node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,backbone,130,178,21,35,2
1,leaf,40,109,21,0,3
2,leaf,41,232,21,0,6
3,leaf,39,233,20,0,6
4,leaf,131,229,6,0,0
5,leaf,40,81,21,0,2
6,leaf,104,297,18,0,7
7,backbone,41,64,21,0,2
8,leaf,39,113,21,0,3
9,leaf,141,204,10,0,0
10,backbone,35,113,20,0,3
11,leaf,113,275,14,0,6
12,leaf,38,40,20,0,1
13,backbone,40,80,20,0,2
14,leaf,40,153,20,3,4
15,leaf,75,98,20,111,1
16,backbone,79,359,19,0,9
17,leaf,39,100,20,38,3
18,backbone,40,118,20,0,3
19,leaf,36,39,21,0,1
20,backbone,41,73,21,0,2
21,backbone,40,80,21,0,2
22,backbone,39,78,20,0,2
23,backbone,90,249,20,0,5
24,leaf,68,147,20,0,3
25,backbone,41,159,21,0,4
26,backbone,71,219,20,0,5
27,leaf,38,235,20,0,6
28,backbone,41,81,21,1,2
29,leaf,44,116,20,0,3
30,leaf,21,39,21,0,1
31,leaf,36,117,21,0,3
32,leaf,29,34,20,0,1
33,backbone,40,80,21,0,2
34,leaf,38,236,21,0,6
35,leaf,26,41,20,0,1
36,backbone,53,122,20,30,3
37,backbone,40,121,21,0,3
38,leaf,40,232,21,0,6
39,leaf,115,269,15,0,5
40,leaf,38,116,21,0,3
41,leaf,66,277,20,1,6
42,leaf,40,151,20,0,4
43,backbone,41,348,21,0,9
44,backbone,38,80,20,0,2
45,leaf,34,70,21,0,2
46,backbone,40,79,20,0,2
47,leaf,31,40,20,0,1
48,backbone,59,176,20,0,4
49,leaf,113,259,21,0,4
