node_id,role,tx_count,rx_count,hello_tx_count,dropped_count,degree
0,backbone,149,184,10,0,3
1,backbone,41,119,21,0,3
2,backbone,56,238,21,0,5
3,backbone,86,248,21,1,4
4,backbone,129,234,7,0,9
5,backbone,39,80,20,0,2
6,backbone,122,252,11,1,8
7,backbone,41,80,21,0,2
8,backbone,39,121,20,0,3
9,backbone,138,212,11,0,5
10,backbone,61,121,21,10,3
11,backbone,117,265,13,0,8
12,backbone,39,41,20,0,1
13,backbone,41,79,22,0,2
14,backbone,88,153,21,54,3
15,backbone,94,65,20,30,0
16,backbone,116,267,9,0,10
17,backbone,92,116,21,55,2
18,backbone,41,118,21,0,3
19,backbone,41,41,21,0,1
20,backbone,39,78,20,0,2
21,backbone,39,80,20,0,2
22,backbone,42,81,21,0,2
23,backbone,136,216,10,4,5
24,backbone,77,122,21,3,1
25,backbone,40,158,20,0,4
26,backbone,106,196,20,22,3
27,backbone,40,224,20,0,5
28,backbone,89,74,21,53,1
29,backbone,67,124,21,12,3
30,backbone,39,40,21,0,1
31,backbone,39,121,20,0,3
32,backbone,40,38,20,0,1
33,backbone,40,82,20,0,2
34,backbone,41,224,21,0,5
35,backbone,40,41,20,0,1
36,backbone,40,101,21,0,2
37,backbone,39,121,20,0,3
38,backbone,80,241,21,1,4
39,backbone,113,218,20,22,2
40,backbone,39,121,20,0,3
41,backbone,116,268,14,4,7
42,backbone,40,158,21,0,4
43,backbone,105,294,12,0,9
44,backbone,41,83,21,0,2
45,backbone,38,78,20,0,2
46,backbone,40,80,20,0,2
47,backbone,40,40,20,0,1
48,backbone,135,219,17,12,3
49,backbone,107,209,20,22,2
